,game_id,season,season_tag,seq,date,stadium,source_release,source_range,source_url,source_json,team,opponent,is_home,runs_scored,runs_allowed,run_diff,win,early_runs,middle_runs,late_runs,scored_first,led_after_3,led_after_6,AB,H,BB,SO,double,triple,HR,extra_base_hits,power_score,run_per_hit,offense_pressure_score,outs_pitched,innings_pitched,hits_allowed,bb_allowed,hr_allowed,so_pitched,whip_like,strikeout_walk_ratio,run_prevention_score,home_away_label,result_label,run_diff_label,scoring_level,allowing_level,game_flow_label,offense_label,defense_label,month,season_wang,seq_wang,date_wang,stadium_wang,opponent_wang,is_home_wang,runs_scored_wang,runs_allowed_wang,run_diff_wang,win_wang,home_away_label_wang,result_label_wang,run_diff_label_wang,scoring_level_wang,allowing_level_wang,early_runs_wang,middle_runs_wang,late_runs_wang,scored_first_wang,led_after_3_wang,led_after_6_wang,game_flow_label_wang,AB_wang,H_wang,BB_wang,SO_wang,double_wang,triple_wang,HR_wang,extra_base_hits_wang,power_score_wang,run_per_hit_wang,offense_pressure_score_wang,offense_label_wang,outs_pitched_wang,innings_pitched_wang,hits_allowed_wang,bb_allowed_wang,hr_allowed_wang,so_pitched_wang,whip_like_wang,strikeout_walk_ratio_wang,run_prevention_score_wang,defense_label_wang
600,CPBL-2024-xa-213,中職2024年,2024,213,2024-10-11 18:35:00,樂天桃園棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,統一7-ELEVEn獅,樂天桃猿,False,0,6,-6,0,0,0,0,0,0,0,30,4,1,6,0,0,0,0,0,0.0,-2.0,24,8.0,15,4,0,5,2.375,1.25,-5,客場,敗,大敗,低得分,高失分,一般拉鋸型,攻勢受阻,失分偏高,10,中職2024年,213.0,2024-10-11 18:35,樂天桃園棒球場,樂天桃猿,False,0.0,6.0,-6.0,False,客場,敗,大敗,低得分,高失分,0.0,0.0,0.0,False,False,False,被壓制型,30.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,低效進攻,24.0,8.0,15.0,4.0,0.0,5.0,2.375,1.25,-5.0,投打被突破
601,CPBL-2024-xa-213,中職2024年,2024,213,2024-10-11 18:35:00,樂天桃園棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,樂天桃猿,統一7-ELEVEn獅,True,6,0,6,1,6,0,0,1,1,1,36,15,4,5,0,0,0,0,0,0.4,7.5,27,9.0,4,1,0,6,0.5555555555555556,6.0,5,主場,勝,大勝,高得分,低失分,領先守成型,穩定攻擊,壓制力強,10,中職2024年,213.0,2024-10-11 18:35,樂天桃園棒球場,統一7-ELEVEn獅,True,6.0,0.0,6.0,True,主場,勝,大勝,高得分,低失分,6.0,0.0,0.0,True,True,True,全場壓制型,36.0,15.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4,7.5,穩定攻擊,27.0,9.0,4.0,1.0,0.0,6.0,0.555555555555556,6.0,5.0,壓制力強
602,CPBL-2024-xa-344,中職2024年,2024,344,2024-10-10 17:05:00,新北市立新莊棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,統一7-ELEVEn獅,富邦悍將,False,2,4,-2,0,2,0,0,0,0,0,31,7,4,6,2,0,0,2,2,0.2857142857142857,5.0,24,8.0,5,2,0,6,0.875,3.0,0,客場,敗,小敗,低得分,中等失分,一般拉鋸型,穩定攻擊,穩定守成,10,中職2024年,344.0,2024-10-10 17:05,新北市立新莊棒球場,富邦悍將,False,2.0,4.0,-2.0,False,客場,敗,小敗,低得分,中等失分,2.0,0.0,0.0,False,False,False,被壓制型,31.0,7.0,4.0,6.0,2.0,0.0,0.0,2.0,2.0,0.285714285714286,5.0,低效進攻,24.0,8.0,5.0,2.0,0.0,6.0,0.875,3.0,0.0,穩定守成
603,CPBL-2024-xa-344,中職2024年,2024,344,2024-10-10 17:05:00,新北市立新莊棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,富邦悍將,統一7-ELEVEn獅,True,4,2,2,1,2,2,0,1,0,1,30,5,2,6,1,0,0,1,1,0.8,4.0,27,9.0,7,4,0,6,1.2222222222222223,1.5,0,主場,勝,中幅勝,中等得分,低失分,領先守成型,穩定攻擊,穩定守成,10,中職2024年,344.0,2024-10-10 17:05,新北市立新莊棒球場,統一7-ELEVEn獅,True,4.0,2.0,2.0,True,主場,勝,小勝,中等得分,低失分,2.0,2.0,0.0,True,False,True,拉鋸型,30.0,5.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,0.8,4.0,零星攻勢,27.0,9.0,7.0,4.0,0.0,6.0,1.22222222222222,1.5,0.0,穩定守成
604,CPBL-2024-xa-342,中職2024年,2024,342,2024-10-10 17:05:00,澄清湖棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,樂天桃猿,台鋼雄鷹,False,1,12,-11,0,0,0,1,0,0,0,34,7,2,9,2,0,0,2,2,0.14285714285714285,0.5,24,8.0,16,5,1,5,2.625,1.0,-13,客場,敗,大敗,低得分,高失分,一般拉鋸型,攻勢受阻,失分偏高,10,中職2024年,342.0,2024-10-10 17:05,澄清湖棒球場,台鋼雄鷹,False,1.0,12.0,-11.0,False,客場,敗,大敗,低得分,高失分,0.0,0.0,1.0,False,False,False,被壓制型,34.0,7.0,2.0,9.0,2.0,0.0,0.0,2.0,2.0,0.142857142857143,0.5,攻勢受阻,24.0,8.0,16.0,5.0,1.0,5.0,2.625,1.0,-13.0,投打被突破
605,CPBL-2024-xa-342,中職2024年,2024,342,2024-10-10 17:05:00,澄清湖棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,台鋼雄鷹,樂天桃猿,True,12,1,11,1,5,3,4,1,1,1,42,16,5,5,1,2,1,4,8,0.75,18.5,27,9.0,7,2,0,9,1.0,4.5,6,主場,勝,大勝,高得分,低失分,領先守成型,火力強勢,壓制力強,10,中職2024年,342.0,2024-10-10 17:05,澄清湖棒球場,樂天桃猿,True,12.0,1.0,11.0,True,主場,勝,大勝,高得分,低失分,5.0,3.0,4.0,True,True,True,全場壓制型,42.0,16.0,5.0,5.0,1.0,2.0,1.0,4.0,8.0,0.75,18.5,火力強勢,27.0,9.0,7.0,2.0,0.0,9.0,1.0,4.5,6.0,壓制力強
606,CPBL-2024-xa-218,中職2024年,2024,218,2024-10-09 18:35:00,臺南市立棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,味全龍,統一7-ELEVEn獅,False,0,4,-4,0,0,0,0,0,0,0,31,6,0,8,0,0,0,0,0,0.0,-4.0,24,8.0,8,3,2,3,1.375,1.0,-6,客場,敗,大敗,低得分,中等失分,一般拉鋸型,攻勢受阻,失分偏高,10,中職2024年,218.0,2024-10-09 18:35,臺南市立棒球場,統一7-ELEVEn獅,False,0.0,4.0,-4.0,False,客場,敗,小敗,低得分,中等失分,0.0,0.0,0.0,False,False,False,被壓制型,31.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,攻勢受阻,24.0,8.0,8.0,3.0,2.0,3.0,1.375,1.0,-6.0,普通防守
607,CPBL-2024-xa-218,中職2024年,2024,218,2024-10-09 18:35:00,臺南市立棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,統一7-ELEVEn獅,味全龍,True,4,0,4,1,2,1,1,1,1,1,30,8,3,3,1,0,2,3,7,0.5,8.5,27,9.0,6,0,0,8,0.6666666666666666,8.0,8,主場,勝,中幅勝,中等得分,低失分,領先守成型,火力強勢,壓制力強,10,中職2024年,218.0,2024-10-09 18:35,臺南市立棒球場,味全龍,True,4.0,0.0,4.0,True,主場,勝,小勝,中等得分,低失分,2.0,1.0,1.0,True,True,True,全場壓制型,30.0,8.0,3.0,3.0,1.0,0.0,2.0,3.0,7.0,0.5,8.5,穩定攻擊,27.0,9.0,6.0,0.0,0.0,8.0,0.666666666666667,8.0,8.0,壓制力強
608,CPBL-2024-xa-217,中職2024年,2024,217,2024-10-09 18:35:00,樂天桃園棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,中信兄弟,樂天桃猿,False,5,4,1,1,1,0,2,0,0,0,39,7,5,14,1,1,0,2,3,0.7142857142857143,5.0,33,11.0,11,6,0,8,1.5454545454545454,1.3333333333333333,-2,客場,勝,小勝,中等得分,中等失分,後段逆轉型,穩定攻擊,穩定守成,10,中職2024年,217.0,2024-10-09 18:35,樂天桃園棒球場,樂天桃猿,False,5.0,4.0,1.0,True,客場,勝,小勝,中等得分,中等失分,1.0,0.0,2.0,False,False,False,後段逆轉型,39.0,7.0,5.0,14.0,1.0,1.0,0.0,2.0,3.0,0.714285714285714,5.0,零星攻勢,33.0,11.0,11.0,6.0,0.0,8.0,1.54545454545455,1.33333333333333,-2.0,普通防守
609,CPBL-2024-xa-217,中職2024年,2024,217,2024-10-09 18:35:00,樂天桃園棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,樂天桃猿,中信兄弟,True,4,5,-1,0,2,1,0,0,1,1,39,11,6,8,1,0,0,1,1,0.36363636363636365,7.0,33,11.0,7,5,0,14,1.0909090909090908,2.8,4,主場,敗,小敗,中等得分,中等失分,後段失守型,穩定攻擊,壓制力強,10,中職2024年,217.0,2024-10-09 18:35,樂天桃園棒球場,中信兄弟,True,4.0,5.0,-1.0,False,主場,敗,小敗,中等得分,中等失分,2.0,1.0,0.0,False,True,True,拉鋸型,39.0,11.0,6.0,8.0,1.0,0.0,0.0,1.0,1.0,0.363636363636364,7.0,穩定攻擊,33.0,11.0,7.0,5.0,0.0,14.0,1.09090909090909,2.8,4.0,失分偏高
610,CPBL-2024-xa-214,中職2024年,2024,214,2024-10-08 18:35:00,臺北市立天母棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,富邦悍將,味全龍,False,0,1,-1,0,0,0,0,0,0,0,30,3,1,6,1,0,0,1,1,0.0,-1.0,24,8.0,5,4,0,8,1.125,2.0,3,客場,敗,小敗,低得分,低失分,一般拉鋸型,攻勢受阻,壓制力強,10,中職2024年,214.0,2024-10-08 18:35,臺北市立天母棒球場,味全龍,False,0.0,1.0,-1.0,False,客場,敗,小敗,低得分,低失分,0.0,0.0,0.0,False,False,False,被壓制型,30.0,3.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,低效進攻,24.0,8.0,5.0,4.0,0.0,8.0,1.125,2.0,3.0,壓制力強
611,CPBL-2024-xa-214,中職2024年,2024,214,2024-10-08 18:35:00,臺北市立天母棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,味全龍,富邦悍將,True,1,0,1,1,0,1,0,1,0,1,28,5,4,8,1,0,0,1,1,0.2,2.0,27,9.0,3,1,0,6,0.4444444444444444,6.0,5,主場,勝,小勝,低得分,低失分,領先守成型,攻勢受阻,壓制力強,10,中職2024年,214.0,2024-10-08 18:35,臺北市立天母棒球場,富邦悍將,True,1.0,0.0,1.0,True,主場,勝,小勝,低得分,低失分,0.0,1.0,0.0,True,False,True,拉鋸型,28.0,5.0,4.0,8.0,1.0,0.0,0.0,1.0,1.0,0.2,2.0,攻勢受阻,27.0,9.0,3.0,1.0,0.0,6.0,0.444444444444444,6.0,5.0,壓制力強
612,CPBL-2024-xa-341,中職2024年,2024,341,2024-10-07 19:16:00,新北市立新莊棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,統一7-ELEVEn獅,富邦悍將,False,6,3,3,1,5,1,0,1,1,1,22,8,4,5,2,0,1,3,5,0.75,10.5,15,5.0,7,3,1,5,2.0,1.6666666666666667,-2,客場,勝,中幅勝,高得分,中等失分,領先守成型,火力強勢,穩定守成,10,中職2024年,341.0,2024-10-07 19:16,新北市立新莊棒球場,富邦悍將,False,6.0,3.0,3.0,True,客場,勝,小勝,高得分,中等失分,5.0,1.0,0.0,True,True,True,全場壓制型,22.0,8.0,4.0,5.0,2.0,0.0,1.0,3.0,5.0,0.75,10.5,火力強勢,15.0,5.0,7.0,3.0,1.0,5.0,2.0,1.66666666666667,-2.0,普通防守
613,CPBL-2024-xa-341,中職2024年,2024,341,2024-10-07 19:16:00,新北市立新莊棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,富邦悍將,統一7-ELEVEn獅,True,3,6,-3,0,2,1,0,0,0,0,21,7,3,5,0,0,1,1,3,0.42857142857142855,4.5,15,5.0,8,4,1,5,2.4,1.25,-6,主場,敗,小敗,中等得分,高失分,一般拉鋸型,穩定攻擊,失分偏高,10,中職2024年,341.0,2024-10-07 19:16,新北市立新莊棒球場,統一7-ELEVEn獅,True,3.0,6.0,-3.0,False,主場,敗,小敗,中等得分,高失分,2.0,1.0,0.0,False,False,False,被壓制型,21.0,7.0,3.0,5.0,0.0,0.0,1.0,1.0,3.0,0.428571428571429,4.5,零星攻勢,15.0,5.0,8.0,4.0,1.0,5.0,2.4,1.25,-6.0,投打被突破
614,CPBL-2024-xa-216,中職2024年,2024,216,2024-10-07 18:35:00,臺中市洲際棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,台鋼雄鷹,中信兄弟,False,3,4,-1,0,3,0,0,1,1,1,32,5,0,10,1,0,1,2,4,0.6,0.0,25,8.333333333333334,9,5,0,2,1.68,0.4,-7,客場,敗,小敗,中等得分,中等失分,後段失守型,攻勢受阻,失分偏高,10,中職2024年,216.0,2024-10-07 18:35,臺中市洲際棒球場,中信兄弟,False,3.0,4.0,-1.0,False,客場,敗,小敗,中等得分,中等失分,3.0,0.0,0.0,True,True,True,拉鋸型,32.0,5.0,0.0,10.0,1.0,0.0,1.0,2.0,4.0,0.6,0.0,零星攻勢,25.0,8.33333333333333,9.0,5.0,0.0,2.0,1.68,0.4,-7.0,普通防守
615,CPBL-2024-xa-216,中職2024年,2024,216,2024-10-07 18:35:00,臺中市洲際棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,中信兄弟,台鋼雄鷹,True,4,3,1,1,0,0,4,0,0,0,29,9,5,2,1,0,0,1,1,0.4444444444444444,9.0,27,9.0,5,0,1,10,0.5555555555555556,10.0,6,主場,勝,小勝,中等得分,中等失分,後段逆轉型,火力強勢,壓制力強,10,中職2024年,216.0,2024-10-07 18:35,臺中市洲際棒球場,台鋼雄鷹,True,4.0,3.0,1.0,True,主場,勝,小勝,中等得分,中等失分,0.0,0.0,4.0,False,False,False,後段逆轉型,29.0,9.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.444444444444444,9.0,穩定攻擊,27.0,9.0,5.0,0.0,1.0,10.0,0.555555555555556,10.0,6.0,穩定守成
616,CPBL-2024-xa-345,中職2024年,2024,345,2024-10-06 17:05:00,嘉義市立棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,樂天桃猿,台鋼雄鷹,False,6,7,-1,0,4,2,0,1,1,1,36,11,3,4,2,1,0,3,4,0.5454545454545454,10.0,26,8.666666666666666,12,5,0,2,1.9615384615384617,0.4,-10,客場,敗,小敗,高得分,高失分,後段失守型,火力強勢,失分偏高,10,中職2024年,345.0,2024-10-06 17:05,嘉義市立棒球場,台鋼雄鷹,False,6.0,7.0,-1.0,False,客場,敗,小敗,高得分,高失分,4.0,2.0,0.0,True,True,True,拉鋸型,36.0,11.0,3.0,4.0,2.0,1.0,0.0,3.0,4.0,0.545454545454545,10.0,火力強勢,26.0,8.66666666666667,12.0,5.0,0.0,2.0,1.96153846153846,0.4,-10.0,投打被突破
617,CPBL-2024-xa-345,中職2024年,2024,345,2024-10-06 17:05:00,嘉義市立棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,台鋼雄鷹,樂天桃猿,True,7,6,1,1,0,0,7,0,0,0,37,12,5,2,2,1,0,3,4,0.5833333333333334,14.0,27,9.0,11,3,0,4,1.5555555555555556,1.3333333333333333,-5,主場,勝,小勝,高得分,高失分,後段逆轉型,火力強勢,失分偏高,10,中職2024年,345.0,2024-10-06 17:05,嘉義市立棒球場,樂天桃猿,True,7.0,6.0,1.0,True,主場,勝,小勝,高得分,高失分,0.0,0.0,7.0,False,False,False,後段逆轉型,37.0,12.0,5.0,2.0,2.0,1.0,0.0,3.0,4.0,0.583333333333333,14.0,火力強勢,27.0,9.0,11.0,3.0,0.0,4.0,1.55555555555556,1.33333333333333,-5.0,失分偏高
618,CPBL-2024-xa-266,中職2024年,2024,266,2024-10-06 17:05:00,臺北市立天母棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,富邦悍將,味全龍,False,3,5,-2,0,1,1,1,0,0,0,38,11,2,7,1,1,0,2,3,0.2727272727272727,3.5,24,8.0,11,2,0,5,1.625,2.5,-2,客場,敗,小敗,中等得分,中等失分,一般拉鋸型,穩定攻擊,穩定守成,10,中職2024年,266.0,2024-10-06 17:05,臺北市立天母棒球場,味全龍,False,3.0,5.0,-2.0,False,客場,敗,小敗,中等得分,中等失分,1.0,1.0,1.0,False,False,False,被壓制型,38.0,11.0,2.0,7.0,1.0,1.0,0.0,2.0,3.0,0.272727272727273,3.5,穩定攻擊,24.0,8.0,11.0,2.0,0.0,5.0,1.625,2.5,-2.0,失分偏高
619,CPBL-2024-xa-266,中職2024年,2024,266,2024-10-06 17:05:00,臺北市立天母棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,味全龍,富邦悍將,True,5,3,2,1,1,4,0,1,0,1,32,11,2,5,3,0,0,3,3,0.45454545454545453,7.5,27,9.0,11,2,0,7,1.4444444444444444,3.5,2,主場,勝,中幅勝,中等得分,中等失分,領先守成型,穩定攻擊,壓制力強,10,中職2024年,266.0,2024-10-06 17:05,臺北市立天母棒球場,富邦悍將,True,5.0,3.0,2.0,True,主場,勝,小勝,中等得分,中等失分,1.0,4.0,0.0,True,False,True,拉鋸型,32.0,11.0,2.0,5.0,3.0,0.0,0.0,3.0,3.0,0.454545454545455,7.5,穩定攻擊,27.0,9.0,11.0,2.0,0.0,7.0,1.44444444444444,3.5,2.0,穩定守成
620,CPBL-2024-xa-251,中職2024年,2024,251,2024-10-05 16:28:00,新北市立新莊棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,味全龍,富邦悍將,False,1,3,-2,0,0,0,1,0,0,0,33,8,1,8,1,0,1,2,4,0.125,0.0,24,8.0,8,2,0,7,1.25,3.5,2,客場,敗,小敗,低得分,中等失分,一般拉鋸型,攻勢受阻,壓制力強,10,中職2024年,251.0,2024-10-05 16:28,新北市立新莊棒球場,富邦悍將,False,1.0,3.0,-2.0,False,客場,敗,小敗,低得分,中等失分,0.0,0.0,1.0,False,False,False,被壓制型,33.0,8.0,1.0,8.0,1.0,0.0,1.0,2.0,4.0,0.125,0.0,攻勢受阻,24.0,8.0,8.0,2.0,0.0,7.0,1.25,3.5,2.0,穩定守成
621,CPBL-2024-xa-251,中職2024年,2024,251,2024-10-05 16:28:00,新北市立新莊棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,富邦悍將,味全龍,True,3,1,2,1,0,1,2,1,0,1,32,8,2,7,1,0,0,1,1,0.375,2.5,27,9.0,8,1,1,8,1.0,8.0,5,主場,勝,中幅勝,中等得分,低失分,領先守成型,攻勢受阻,壓制力強,10,中職2024年,251.0,2024-10-05 16:28,新北市立新莊棒球場,味全龍,True,3.0,1.0,2.0,True,主場,勝,小勝,中等得分,低失分,0.0,1.0,2.0,True,False,True,後段追分型,32.0,8.0,2.0,7.0,1.0,0.0,0.0,1.0,1.0,0.375,2.5,穩定攻擊,27.0,9.0,8.0,1.0,1.0,8.0,1.0,8.0,5.0,壓制力強
622,CPBL-2024-xa-227,中職2024年,2024,227,2024-10-05 17:05:00,臺中市洲際棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,統一7-ELEVEn獅,中信兄弟,False,5,4,1,1,0,4,1,0,0,0,35,10,4,4,4,0,0,4,4,0.5,11.0,27,9.0,8,5,1,2,1.4444444444444444,0.4,-8,客場,勝,小勝,中等得分,中等失分,後段逆轉型,火力強勢,失分偏高,10,中職2024年,227.0,2024-10-05 17:05,臺中市洲際棒球場,中信兄弟,False,5.0,4.0,1.0,True,客場,勝,小勝,中等得分,中等失分,0.0,4.0,1.0,False,False,False,後段逆轉型,35.0,10.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.5,11.0,穩定攻擊,27.0,9.0,8.0,5.0,1.0,2.0,1.44444444444444,0.4,-8.0,普通防守
623,CPBL-2024-xa-227,中職2024年,2024,227,2024-10-05 17:05:00,臺中市洲際棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,中信兄弟,統一7-ELEVEn獅,True,4,5,-1,0,2,2,0,1,1,0,34,8,5,2,1,0,1,2,4,0.5,10.0,27,9.0,10,4,0,4,1.5555555555555556,1.0,-5,主場,敗,小敗,中等得分,中等失分,一般拉鋸型,火力強勢,失分偏高,10,中職2024年,227.0,2024-10-05 17:05,臺中市洲際棒球場,統一7-ELEVEn獅,True,4.0,5.0,-1.0,False,主場,敗,小敗,中等得分,中等失分,2.0,2.0,0.0,True,True,False,拉鋸型,34.0,8.0,5.0,2.0,1.0,0.0,1.0,2.0,4.0,0.5,10.0,穩定攻擊,27.0,9.0,10.0,4.0,0.0,4.0,1.55555555555556,1.0,-5.0,失分偏高
624,CPBL-2024-xa-230,中職2024年,2024,230,2024-10-01 18:35:00,新北市立新莊棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,樂天桃猿,富邦悍將,False,6,2,4,1,1,0,5,1,1,0,40,15,3,1,1,0,1,2,4,0.4,10.5,27,9.0,7,1,1,4,0.8888888888888888,4.0,0,客場,勝,中幅勝,高得分,低失分,後段逆轉型,火力強勢,穩定守成,10,中職2024年,230.0,2024-10-01 18:35,新北市立新莊棒球場,富邦悍將,False,6.0,2.0,4.0,True,客場,勝,小勝,高得分,低失分,1.0,0.0,5.0,True,True,False,後段逆轉型,40.0,15.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,0.4,10.5,穩定攻擊,27.0,9.0,7.0,1.0,1.0,4.0,0.888888888888889,4.0,0.0,壓制力強
625,CPBL-2024-xa-230,中職2024年,2024,230,2024-10-01 18:35:00,新北市立新莊棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,富邦悍將,樂天桃猿,True,2,6,-4,0,0,1,1,0,0,0,33,7,1,4,1,0,1,2,4,0.2857142857142857,3.0,27,9.0,15,3,1,1,2.0,0.3333333333333333,-9,主場,敗,大敗,低得分,高失分,一般拉鋸型,穩定攻擊,失分偏高,10,中職2024年,230.0,2024-10-01 18:35,新北市立新莊棒球場,樂天桃猿,True,2.0,6.0,-4.0,False,主場,敗,小敗,低得分,高失分,0.0,1.0,1.0,False,False,False,被壓制型,33.0,7.0,1.0,4.0,1.0,0.0,1.0,2.0,4.0,0.285714285714286,3.0,低效進攻,27.0,9.0,15.0,3.0,1.0,1.0,2.0,0.333333333333333,-9.0,投打被突破
626,CPBL-2024-xa-215,中職2024年,2024,215,2024-10-01 18:35:00,臺中市洲際棒球場,v0.1.0-2024,G1-G360 regular season,https://github.com/rebas-tw/rebas.tw-open-data/releases/download/v0.1.0-2024/CPBL-2024-OpenData.zip,CPBL-2024-OpenData/CPBL-2024-OpenData.json,台鋼雄鷹,中信兄弟,False,4,8,-4,0,3,0,1,1,0,0,34,9,1,6,2,0,0,2,2,0.4444444444444444,4.0,24,8.0,11,7,0,6,2.25,0.8571428571428571,-9,客場,敗,大敗,中等得分,高失分,一般拉鋸型,穩定攻擊,失分偏高,10,中職2024年,215.0,2024-10-01 18:35,臺中市洲際棒球場,中信兄弟,False,4.0,8.0,-4.0,False,客場,敗,小敗,中等得分,高失分,3.0,0.0,1.0,True,False,False,被壓制型,34.0,9.0,1.0,6.0,2.0,0.0,0.0,2.0,2.0,0.444444444444444,4.0,穩定攻擊,24.0,8.0,11.0,7.0,0.0,6.0,2.25,0.857142857142857,-9.0,投打被突破
